date,feature_index,NO2,NO2_lag_1,NO2_lag_2,NO2_lag_3,NO2_lag_4,NO2_lag_5,NO2_lag_6,NO2_lag_7,year,month,day,dayofweek,dayofyear,month_sin,month_cos,day_sin,day_cos
2023-10-29 00:00:00+00:00,0,3.79734526121661e-05,2.890287270224225e-05,3.385811396583449e-05,4.616723278132315e-05,2.980150621828661e-05,3.5422225020435384e-05,3.8372971305631965e-05,3.9192138984264825e-05,2023,10,29,6,302,-0.8660254037844386,0.5000000000000001,-0.3943558551133187,0.9189578116202306
2023-10-30 00:00:00+00:00,0,3.126389169572539e-05,3.79734526121661e-05,2.890287270224225e-05,3.385811396583449e-05,4.616723278132315e-05,2.980150621828661e-05,3.5422225020435384e-05,3.8372971305631965e-05,2023,10,30,0,303,-0.8660254037844386,0.5000000000000001,-0.20129852008866114,0.9795299412524943
2023-10-31 00:00:00+00:00,0,4.657636960399365e-05,3.126389169572539e-05,3.79734526121661e-05,2.890287270224225e-05,3.385811396583449e-05,4.616723278132315e-05,2.980150621828661e-05,3.5422225020435384e-05,2023,10,31,1,304,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2023-11-01 00:00:00+00:00,0,4.920156415933814e-05,4.657636960399365e-05,3.126389169572539e-05,3.79734526121661e-05,2.890287270224225e-05,3.385811396583449e-05,4.616723278132315e-05,2.980150621828661e-05,2023,11,1,2,305,-0.5000000000000004,0.8660254037844384,0.20129852008866006,0.9795299412524945
2023-11-02 00:00:00+00:00,0,2.965213281306799e-05,4.920156415933814e-05,4.657636960399365e-05,3.126389169572539e-05,3.79734526121661e-05,2.890287270224225e-05,3.385811396583449e-05,4.616723278132315e-05,2023,11,2,3,306,-0.5000000000000004,0.8660254037844384,0.39435585511331855,0.9189578116202306
2023-11-19 00:00:00+00:00,0,4.1977799992309886e-05,6.785599996474934e-05,0.0001976334328488024,7.36409430828644e-05,3.516505803418113e-05,4.497715484348544e-05,3.707432611879492e-05,3.539461892116026e-05,2023,11,19,6,323,-0.5000000000000004,0.8660254037844384,-0.651372482722222,-0.7587581226927911
2023-11-20 00:00:00+00:00,0,4.3473864063040914e-05,4.1977799992309886e-05,6.785599996474934e-05,0.0001976334328488024,7.36409430828644e-05,3.516505803418113e-05,4.497715484348544e-05,3.707432611879492e-05,2023,11,20,0,324,-0.5000000000000004,0.8660254037844384,-0.7907757369376986,-0.6121059825476627
2023-11-21 00:00:00+00:00,0,2.708575859363312e-05,4.3473864063040914e-05,4.1977799992309886e-05,6.785599996474934e-05,0.0001976334328488024,7.36409430828644e-05,3.516505803418113e-05,4.497715484348544e-05,2023,11,21,1,325,-0.5000000000000004,0.8660254037844384,-0.8978045395707417,-0.44039415155763423
2023-11-22 00:00:00+00:00,0,2.351172113890243e-05,2.708575859363312e-05,4.3473864063040914e-05,4.1977799992309886e-05,6.785599996474934e-05,0.0001976334328488024,7.36409430828644e-05,3.516505803418113e-05,2023,11,22,2,326,-0.5000000000000004,0.8660254037844384,-0.9680771188662041,-0.2506525322587213
2023-11-23 00:00:00+00:00,0,4.3355687583159104e-05,2.351172113890243e-05,2.708575859363312e-05,4.3473864063040914e-05,4.1977799992309886e-05,6.785599996474934e-05,0.0001976334328488024,7.36409430828644e-05,2023,11,23,3,327,-0.5000000000000004,0.8660254037844384,-0.9987165071710528,-0.05064916883871355
2023-12-23 00:00:00+00:00,0,5.3586401383440447e-05,4.464620617321035e-05,5.527229356031479e-05,4.805560092790984e-05,6.764899673073206e-05,6.143080449524299e-05,5.7246161159127954e-05,5.9905503557938325e-05,2023,12,23,5,357,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871355
2023-12-24 00:00:00+00:00,0,4.285129504817788e-05,5.3586401383440447e-05,4.464620617321035e-05,5.527229356031479e-05,4.805560092790984e-05,6.764899673073206e-05,6.143080449524299e-05,5.7246161159127954e-05,2023,12,24,6,358,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.15142777750457667
2024-02-22 00:00:00+00:00,0,3.793687483266695e-05,4.4074619513741066e-05,3.691051885349831e-05,4.23692237947964e-05,2.7887769564668734e-05,3.726036601093304e-05,4.93151273985859e-05,4.190081859920419e-05,2024,2,22,3,53,0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213
2024-03-08 00:00:00+00:00,0,5.013872008643566e-05,5.367326171835885e-05,6.688786470476771e-05,3.3862662278876924e-05,3.592507209759788e-05,4.209259012506144e-05,5.419210719992407e-05,2.639848445631707e-05,2024,3,8,4,68,1.0,6.123233995736766e-17,0.9987165071710528,-0.05064916883871264
2024-03-22 00:00:00+00:00,0,4.215574505603096e-05,4.826653275813442e-05,3.6882984222756935e-05,3.0629336985536305e-05,2.8780395617407824e-05,1.9284070731373504e-05,2.8315126158033943e-05,1.43269417094416e-05,2024,3,22,4,82,1.0,6.123233995736766e-17,-0.9680771188662041,-0.2506525322587213
2024-05-03 00:00:00+00:00,0,6.113933341111988e-05,4.907902355004874e-05,3.1022585832887466e-05,2.9268667305509456e-05,5.13701420019178e-05,2.88455296552512e-05,2.5024228084568715e-05,2.0199035690767047e-05,2024,5,3,4,124,0.49999999999999994,-0.8660254037844387,0.5712682150947923,0.8207634412072763
2024-05-04 00:00:00+00:00,0,4.324710235695503e-05,6.113933341111988e-05,4.907902355004874e-05,3.1022585832887466e-05,2.9268667305509456e-05,5.13701420019178e-05,2.88455296552512e-05,2.5024228084568715e-05,2024,5,4,5,125,0.49999999999999994,-0.8660254037844387,0.72479278722912,0.6889669190756866
2024-05-05 00:00:00+00:00,0,4.428625037261929e-05,4.324710235695503e-05,6.113933341111988e-05,4.907902355004874e-05,3.1022585832887466e-05,2.9268667305509456e-05,5.13701420019178e-05,2.88455296552512e-05,2024,5,5,6,126,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624
2024-05-06 00:00:00+00:00,0,5.550767172081112e-05,4.428625037261929e-05,4.324710235695503e-05,6.113933341111988e-05,4.907902355004874e-05,3.1022585832887466e-05,2.9268667305509456e-05,5.13701420019178e-05,2024,5,6,0,127,0.49999999999999994,-0.8660254037844387,0.9377521321470804,0.3473052528448203
2024-05-07 00:00:00+00:00,0,3.460719554656249e-05,5.550767172081112e-05,4.428625037261929e-05,4.324710235695503e-05,6.113933341111988e-05,4.907902355004874e-05,3.1022585832887466e-05,2.9268667305509456e-05,2024,5,7,1,128,0.49999999999999994,-0.8660254037844387,0.9884683243281114,0.1514277775045767
2024-05-08 00:00:00+00:00,0,3.477954429932075e-05,3.460719554656249e-05,5.550767172081112e-05,4.428625037261929e-05,4.324710235695503e-05,6.113933341111988e-05,4.907902355004874e-05,3.1022585832887466e-05,2024,5,8,2,129,0.49999999999999994,-0.8660254037844387,0.9987165071710528,-0.05064916883871264
2024-05-09 00:00:00+00:00,0,2.797600566911105e-05,3.477954429932075e-05,3.460719554656249e-05,5.550767172081112e-05,4.428625037261929e-05,4.324710235695503e-05,6.113933341111988e-05,4.907902355004874e-05,2024,5,9,3,130,0.49999999999999994,-0.8660254037844387,0.9680771188662043,-0.2506525322587204
2024-05-10 00:00:00+00:00,0,1.792092315883294e-05,2.797600566911105e-05,3.477954429932075e-05,3.460719554656249e-05,5.550767172081112e-05,4.428625037261929e-05,4.324710235695503e-05,6.113933341111988e-05,2024,5,10,4,131,0.49999999999999994,-0.8660254037844387,0.8978045395707416,-0.4403941515576344
2024-05-11 00:00:00+00:00,0,2.9299128666990533e-05,1.792092315883294e-05,2.797600566911105e-05,3.477954429932075e-05,3.460719554656249e-05,5.550767172081112e-05,4.428625037261929e-05,4.324710235695503e-05,2024,5,11,5,132,0.49999999999999994,-0.8660254037844387,0.7907757369376989,-0.6121059825476626
2024-05-12 00:00:00+00:00,0,2.1492736091111472e-05,2.9299128666990533e-05,1.792092315883294e-05,2.797600566911105e-05,3.477954429932075e-05,3.460719554656249e-05,5.550767172081112e-05,4.428625037261929e-05,2024,5,12,6,133,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791
2024-05-13 00:00:00+00:00,0,3.4731877952495145e-05,2.1492736091111472e-05,2.9299128666990533e-05,1.792092315883294e-05,2.797600566911105e-05,3.477954429932075e-05,3.460719554656249e-05,5.550767172081112e-05,2024,5,13,0,134,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821
2024-05-14 00:00:00+00:00,0,4.4161056476613424e-05,3.4731877952495145e-05,2.1492736091111472e-05,2.9299128666990533e-05,1.792092315883294e-05,2.797600566911105e-05,3.477954429932075e-05,3.460719554656249e-05,2024,5,14,1,135,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488
2024-05-15 00:00:00+00:00,0,2.9716115431237626e-05,4.4161056476613424e-05,3.4731877952495145e-05,2.1492736091111472e-05,2.9299128666990533e-05,1.792092315883294e-05,2.797600566911105e-05,3.477954429932075e-05,2024,5,15,2,136,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895
2024-05-16 00:00:00+00:00,0,3.610701573312066e-05,2.9716115431237626e-05,4.4161056476613424e-05,3.4731877952495145e-05,2.1492736091111472e-05,2.9299128666990533e-05,1.792092315883294e-05,2.797600566911105e-05,2024,5,16,3,137,0.49999999999999994,-0.8660254037844387,-0.10116832198743204,-0.9948693233918952
2024-05-17 00:00:00+00:00,0,2.766758719170615e-05,3.610701573312066e-05,2.9716115431237626e-05,4.4161056476613424e-05,3.4731877952495145e-05,2.1492736091111472e-05,2.9299128666990533e-05,1.792092315883294e-05,2024,5,17,4,138,0.49999999999999994,-0.8660254037844387,-0.2993631229733582,-0.9541392564000488
2024-05-18 00:00:00+00:00,0,2.766806366188185e-05,2.766758719170615e-05,3.610701573312066e-05,2.9716115431237626e-05,4.4161056476613424e-05,3.4731877952495145e-05,2.1492736091111472e-05,2.9299128666990533e-05,2024,5,18,5,139,0.49999999999999994,-0.8660254037844387,-0.4853019625310808,-0.8743466161445822
2024-05-19 00:00:00+00:00,0,3.0631438510846983e-05,2.766806366188185e-05,2.766758719170615e-05,3.610701573312066e-05,2.9716115431237626e-05,4.4161056476613424e-05,3.4731877952495145e-05,2.1492736091111472e-05,2024,5,19,6,140,0.49999999999999994,-0.8660254037844387,-0.651372482722222,-0.7587581226927911
2024-05-20 00:00:00+00:00,0,3.48600384610591e-05,3.0631438510846983e-05,2.766806366188185e-05,2.766758719170615e-05,3.610701573312066e-05,2.9716115431237626e-05,4.4161056476613424e-05,3.4731877952495145e-05,2024,5,20,0,141,0.49999999999999994,-0.8660254037844387,-0.7907757369376986,-0.6121059825476627
2024-05-21 00:00:00+00:00,0,3.832434686046327e-05,3.48600384610591e-05,3.0631438510846983e-05,2.766806366188185e-05,2.766758719170615e-05,3.610701573312066e-05,2.9716115431237626e-05,4.4161056476613424e-05,2024,5,21,1,142,0.49999999999999994,-0.8660254037844387,-0.8978045395707417,-0.44039415155763423
2024-05-22 00:00:00+00:00,0,4.3333128465187307e-05,3.832434686046327e-05,3.48600384610591e-05,3.0631438510846983e-05,2.766806366188185e-05,2.766758719170615e-05,3.610701573312066e-05,2.9716115431237626e-05,2024,5,22,2,143,0.49999999999999994,-0.8660254037844387,-0.9680771188662041,-0.2506525322587213
2024-05-23 00:00:00+00:00,0,4.457952292113987e-05,4.3333128465187307e-05,3.832434686046327e-05,3.48600384610591e-05,3.0631438510846983e-05,2.766806366188185e-05,2.766758719170615e-05,3.610701573312066e-05,2024,5,23,3,144,0.49999999999999994,-0.8660254037844387,-0.9987165071710528,-0.05064916883871355
2024-05-24 00:00:00+00:00,0,2.640976240905325e-05,4.457952292113987e-05,4.3333128465187307e-05,3.832434686046327e-05,3.48600384610591e-05,3.0631438510846983e-05,2.766806366188185e-05,2.766758719170615e-05,2024,5,24,4,145,0.49999999999999994,-0.8660254037844387,-0.9884683243281114,0.15142777750457667
2024-05-25 00:00:00+00:00,0,5.525661636056612e-05,2.640976240905325e-05,4.457952292113987e-05,4.3333128465187307e-05,3.832434686046327e-05,3.48600384610591e-05,3.0631438510846983e-05,2.766806366188185e-05,2024,5,25,5,146,0.49999999999999994,-0.8660254037844387,-0.9377521321470804,0.3473052528448203
2024-05-26 00:00:00+00:00,0,3.665442141532872e-05,5.525661636056612e-05,2.640976240905325e-05,4.457952292113987e-05,4.3333128465187307e-05,3.832434686046327e-05,3.48600384610591e-05,3.0631438510846983e-05,2024,5,26,6,147,0.49999999999999994,-0.8660254037844387,-0.8486442574947509,0.5289640103269624
2024-05-27 00:00:00+00:00,0,3.278854439152067e-05,3.665442141532872e-05,5.525661636056612e-05,2.640976240905325e-05,4.457952292113987e-05,4.3333128465187307e-05,3.832434686046327e-05,3.48600384610591e-05,2024,5,27,0,148,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865
2024-05-28 00:00:00+00:00,0,2.195697242256001e-05,3.278854439152067e-05,3.665442141532872e-05,5.525661636056612e-05,2.640976240905325e-05,4.457952292113987e-05,4.3333128465187307e-05,3.832434686046327e-05,2024,5,28,1,149,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763
2024-05-29 00:00:00+00:00,0,2.2851675756404195e-05,2.195697242256001e-05,3.278854439152067e-05,3.665442141532872e-05,5.525661636056612e-05,2.640976240905325e-05,4.457952292113987e-05,4.3333128465187307e-05,2024,5,29,2,150,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306
2024-05-30 00:00:00+00:00,0,3.972539902211533e-05,2.2851675756404195e-05,2.195697242256001e-05,3.278854439152067e-05,3.665442141532872e-05,5.525661636056612e-05,2.640976240905325e-05,4.457952292113987e-05,2024,5,30,3,151,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943
2024-05-31 00:00:00+00:00,0,2.317651859337512e-05,3.972539902211533e-05,2.2851675756404195e-05,2.195697242256001e-05,3.278854439152067e-05,3.665442141532872e-05,5.525661636056612e-05,2.640976240905325e-05,2024,5,31,4,152,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0
2024-06-01 00:00:00+00:00,0,3.925109710359479e-05,2.317651859337512e-05,3.972539902211533e-05,2.2851675756404195e-05,2.195697242256001e-05,3.278854439152067e-05,3.665442141532872e-05,5.525661636056612e-05,2024,6,1,5,153,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2024-06-02 00:00:00+00:00,0,3.076840870822447e-05,3.925109710359479e-05,2.317651859337512e-05,3.972539902211533e-05,2.2851675756404195e-05,2.195697242256001e-05,3.278854439152067e-05,3.665442141532872e-05,2024,6,2,6,154,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306
2024-06-03 00:00:00+00:00,0,5.516460487342556e-05,3.076840870822447e-05,3.925109710359479e-05,2.317651859337512e-05,3.972539902211533e-05,2.2851675756404195e-05,2.195697242256001e-05,3.278854439152067e-05,2024,6,3,0,155,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763
2024-06-04 00:00:00+00:00,0,3.990249580627194e-05,5.516460487342556e-05,3.076840870822447e-05,3.925109710359479e-05,2.317651859337512e-05,3.972539902211533e-05,2.2851675756404195e-05,2.195697242256001e-05,2024,6,4,1,156,1.2246467991473532e-16,-1.0,0.72479278722912,0.6889669190756866
2024-06-05 00:00:00+00:00,0,5.383780670534769e-05,3.990249580627194e-05,5.516460487342556e-05,3.076840870822447e-05,3.925109710359479e-05,2.317651859337512e-05,3.972539902211533e-05,2.2851675756404195e-05,2024,6,5,2,157,1.2246467991473532e-16,-1.0,0.8486442574947509,0.5289640103269624
2024-06-06 00:00:00+00:00,0,3.485789752909225e-05,5.383780670534769e-05,3.990249580627194e-05,5.516460487342556e-05,3.076840870822447e-05,3.925109710359479e-05,2.317651859337512e-05,3.972539902211533e-05,2024,6,6,3,158,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203
2024-06-07 00:00:00+00:00,0,5.977362318244946e-05,3.485789752909225e-05,5.383780670534769e-05,3.990249580627194e-05,5.516460487342556e-05,3.076840870822447e-05,3.925109710359479e-05,2.317651859337512e-05,2024,6,7,4,159,1.2246467991473532e-16,-1.0,0.9884683243281114,0.1514277775045767
2024-06-08 00:00:00+00:00,0,3.996087616542354e-05,5.977362318244946e-05,3.485789752909225e-05,5.383780670534769e-05,3.990249580627194e-05,5.516460487342556e-05,3.076840870822447e-05,3.925109710359479e-05,2024,6,8,5,160,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.05064916883871264
2024-06-09 00:00:00+00:00,0,1.8315201259611055e-05,3.996087616542354e-05,5.977362318244946e-05,3.485789752909225e-05,5.383780670534769e-05,3.990249580627194e-05,5.516460487342556e-05,3.076840870822447e-05,2024,6,9,6,161,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204
2024-06-10 00:00:00+00:00,0,3.231015454025046e-05,1.8315201259611055e-05,3.996087616542354e-05,5.977362318244946e-05,3.485789752909225e-05,5.383780670534769e-05,3.990249580627194e-05,5.516460487342556e-05,2024,6,10,0,162,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344
2024-06-11 00:00:00+00:00,0,2.757994169936568e-05,3.231015454025046e-05,1.8315201259611055e-05,3.996087616542354e-05,5.977362318244946e-05,3.485789752909225e-05,5.383780670534769e-05,3.990249580627194e-05,2024,6,11,1,163,1.2246467991473532e-16,-1.0,0.7907757369376989,-0.6121059825476626
2024-06-12 00:00:00+00:00,0,4.504312999580923e-05,2.757994169936568e-05,3.231015454025046e-05,1.8315201259611055e-05,3.996087616542354e-05,5.977362318244946e-05,3.485789752909225e-05,5.383780670534769e-05,2024,6,12,2,164,1.2246467991473532e-16,-1.0,0.6513724827222223,-0.758758122692791
2024-06-13 00:00:00+00:00,0,7.736964241638289e-05,4.504312999580923e-05,2.757994169936568e-05,3.231015454025046e-05,1.8315201259611055e-05,3.996087616542354e-05,5.977362318244946e-05,3.485789752909225e-05,2024,6,13,3,165,1.2246467991473532e-16,-1.0,0.48530196253108104,-0.8743466161445821
2024-06-14 00:00:00+00:00,0,3.350479212378176e-05,7.736964241638289e-05,4.504312999580923e-05,2.757994169936568e-05,3.231015454025046e-05,1.8315201259611055e-05,3.996087616542354e-05,5.977362318244946e-05,2024,6,14,4,166,1.2246467991473532e-16,-1.0,0.29936312297335804,-0.9541392564000488
2024-07-12 00:00:00+00:00,0,4.861734633659184e-05,5.101989596109239e-05,4.613800414834101e-05,3.711191054227381e-05,4.254986832049636e-05,3.374246944076731e-05,2.6941673333604573e-05,2.5717814516647937e-05,2024,7,12,4,194,-0.4999999999999997,-0.8660254037844388,0.6513724827222223,-0.758758122692791
2024-07-13 00:00:00+00:00,0,4.349985793732744e-05,4.861734633659184e-05,5.101989596109239e-05,4.613800414834101e-05,3.711191054227381e-05,4.254986832049636e-05,3.374246944076731e-05,2.6941673333604573e-05,2024,7,13,5,195,-0.4999999999999997,-0.8660254037844388,0.48530196253108104,-0.8743466161445821
2024-07-14 00:00:00+00:00,0,4.011827541591852e-05,4.349985793732744e-05,4.861734633659184e-05,5.101989596109239e-05,4.613800414834101e-05,3.711191054227381e-05,4.254986832049636e-05,3.374246944076731e-05,2024,7,14,6,196,-0.4999999999999997,-0.8660254037844388,0.29936312297335804,-0.9541392564000488
2024-07-15 00:00:00+00:00,0,9.727058984156298e-05,4.011827541591852e-05,4.349985793732744e-05,4.861734633659184e-05,5.101989596109239e-05,4.613800414834101e-05,3.711191054227381e-05,4.254986832049636e-05,2024,7,15,0,197,-0.4999999999999997,-0.8660254037844388,0.10116832198743272,-0.994869323391895
2024-07-16 00:00:00+00:00,0,6.328420248773539e-05,9.727058984156298e-05,4.011827541591852e-05,4.349985793732744e-05,4.861734633659184e-05,5.101989596109239e-05,4.613800414834101e-05,3.711191054227381e-05,2024,7,16,1,198,-0.4999999999999997,-0.8660254037844388,-0.10116832198743204,-0.9948693233918952
2024-07-17 00:00:00+00:00,0,2.978876783549358e-05,6.328420248773539e-05,9.727058984156298e-05,4.011827541591852e-05,4.349985793732744e-05,4.861734633659184e-05,5.101989596109239e-05,4.613800414834101e-05,2024,7,17,2,199,-0.4999999999999997,-0.8660254037844388,-0.2993631229733582,-0.9541392564000488
2024-07-18 00:00:00+00:00,0,3.086212306549655e-05,2.978876783549358e-05,6.328420248773539e-05,9.727058984156298e-05,4.011827541591852e-05,4.349985793732744e-05,4.861734633659184e-05,5.101989596109239e-05,2024,7,18,3,200,-0.4999999999999997,-0.8660254037844388,-0.4853019625310808,-0.8743466161445822
2024-07-19 00:00:00+00:00,0,4.584851289261375e-05,3.086212306549655e-05,2.978876783549358e-05,6.328420248773539e-05,9.727058984156298e-05,4.011827541591852e-05,4.349985793732744e-05,4.861734633659184e-05,2024,7,19,4,201,-0.4999999999999997,-0.8660254037844388,-0.651372482722222,-0.7587581226927911
2024-07-20 00:00:00+00:00,0,3.774949118451332e-05,4.584851289261375e-05,3.086212306549655e-05,2.978876783549358e-05,6.328420248773539e-05,9.727058984156298e-05,4.011827541591852e-05,4.349985793732744e-05,2024,7,20,5,202,-0.4999999999999997,-0.8660254037844388,-0.7907757369376986,-0.6121059825476627
2024-07-21 00:00:00+00:00,0,4.1230646231616406e-05,3.774949118451332e-05,4.584851289261375e-05,3.086212306549655e-05,2.978876783549358e-05,6.328420248773539e-05,9.727058984156298e-05,4.011827541591852e-05,2024,7,21,6,203,-0.4999999999999997,-0.8660254037844388,-0.8978045395707417,-0.44039415155763423
2024-07-22 00:00:00+00:00,0,4.368032433394918e-05,4.1230646231616406e-05,3.774949118451332e-05,4.584851289261375e-05,3.086212306549655e-05,2.978876783549358e-05,6.328420248773539e-05,9.727058984156298e-05,2024,7,22,0,204,-0.4999999999999997,-0.8660254037844388,-0.9680771188662041,-0.2506525322587213
2024-07-23 00:00:00+00:00,0,5.034311528250232e-05,4.368032433394918e-05,4.1230646231616406e-05,3.774949118451332e-05,4.584851289261375e-05,3.086212306549655e-05,2.978876783549358e-05,6.328420248773539e-05,2024,7,23,1,205,-0.4999999999999997,-0.8660254037844388,-0.9987165071710528,-0.05064916883871355
2024-07-24 00:00:00+00:00,0,5.354648933811964e-05,5.034311528250232e-05,4.368032433394918e-05,4.1230646231616406e-05,3.774949118451332e-05,4.584851289261375e-05,3.086212306549655e-05,2.978876783549358e-05,2024,7,24,2,206,-0.4999999999999997,-0.8660254037844388,-0.9884683243281114,0.15142777750457667
2024-07-25 00:00:00+00:00,0,4.354948670916943e-05,5.354648933811964e-05,5.034311528250232e-05,4.368032433394918e-05,4.1230646231616406e-05,3.774949118451332e-05,4.584851289261375e-05,3.086212306549655e-05,2024,7,25,3,207,-0.4999999999999997,-0.8660254037844388,-0.9377521321470804,0.3473052528448203
2024-07-26 00:00:00+00:00,0,3.475515022357137e-05,4.354948670916943e-05,5.354648933811964e-05,5.034311528250232e-05,4.368032433394918e-05,4.1230646231616406e-05,3.774949118451332e-05,4.584851289261375e-05,2024,7,26,4,208,-0.4999999999999997,-0.8660254037844388,-0.8486442574947509,0.5289640103269624
2024-07-27 00:00:00+00:00,0,2.943980442588717e-05,3.475515022357137e-05,4.354948670916943e-05,5.354648933811964e-05,5.034311528250232e-05,4.368032433394918e-05,4.1230646231616406e-05,3.774949118451332e-05,2024,7,27,5,209,-0.4999999999999997,-0.8660254037844388,-0.72479278722912,0.6889669190756865
2024-07-28 00:00:00+00:00,0,3.7218826097766096e-05,2.943980442588717e-05,3.475515022357137e-05,4.354948670916943e-05,5.354648933811964e-05,5.034311528250232e-05,4.368032433394918e-05,4.1230646231616406e-05,2024,7,28,6,210,-0.4999999999999997,-0.8660254037844388,-0.5712682150947924,0.8207634412072763
2024-07-29 00:00:00+00:00,0,3.285989697071107e-05,3.7218826097766096e-05,2.943980442588717e-05,3.475515022357137e-05,4.354948670916943e-05,5.354648933811964e-05,5.034311528250232e-05,4.368032433394918e-05,2024,7,29,0,211,-0.4999999999999997,-0.8660254037844388,-0.3943558551133187,0.9189578116202306
2024-07-30 00:00:00+00:00,0,4.274399494382427e-05,3.285989697071107e-05,3.7218826097766096e-05,2.943980442588717e-05,3.475515022357137e-05,4.354948670916943e-05,5.354648933811964e-05,5.034311528250232e-05,2024,7,30,1,212,-0.4999999999999997,-0.8660254037844388,-0.20129852008866114,0.9795299412524943
2024-07-31 00:00:00+00:00,0,3.197264350648989e-05,4.274399494382427e-05,3.285989697071107e-05,3.7218826097766096e-05,2.943980442588717e-05,3.475515022357137e-05,4.354948670916943e-05,5.354648933811964e-05,2024,7,31,2,213,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0
2024-08-01 00:00:00+00:00,0,2.1631377455001134e-05,3.197264350648989e-05,4.274399494382427e-05,3.285989697071107e-05,3.7218826097766096e-05,2.943980442588717e-05,3.475515022357137e-05,4.354948670916943e-05,2024,8,1,3,214,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945
2024-08-02 00:00:00+00:00,0,3.822425637457743e-05,2.1631377455001134e-05,3.197264350648989e-05,4.274399494382427e-05,3.285989697071107e-05,3.7218826097766096e-05,2.943980442588717e-05,3.475515022357137e-05,2024,8,2,4,215,-0.8660254037844385,-0.5000000000000004,0.39435585511331855,0.9189578116202306
2024-08-03 00:00:00+00:00,0,3.2057527978186414e-05,3.822425637457743e-05,2.1631377455001134e-05,3.197264350648989e-05,4.274399494382427e-05,3.285989697071107e-05,3.7218826097766096e-05,2.943980442588717e-05,2024,8,3,5,216,-0.8660254037844385,-0.5000000000000004,0.5712682150947923,0.8207634412072763
2024-08-04 00:00:00+00:00,0,4.004648662885302e-05,3.2057527978186414e-05,3.822425637457743e-05,2.1631377455001134e-05,3.197264350648989e-05,4.274399494382427e-05,3.285989697071107e-05,3.7218826097766096e-05,2024,8,4,6,217,-0.8660254037844385,-0.5000000000000004,0.72479278722912,0.6889669190756866
2024-08-05 00:00:00+00:00,0,4.317327365038646e-05,4.004648662885302e-05,3.2057527978186414e-05,3.822425637457743e-05,2.1631377455001134e-05,3.197264350648989e-05,4.274399494382427e-05,3.285989697071107e-05,2024,8,5,0,218,-0.8660254037844385,-0.5000000000000004,0.8486442574947509,0.5289640103269624
2024-08-06 00:00:00+00:00,0,4.4580515257584175e-05,4.317327365038646e-05,4.004648662885302e-05,3.2057527978186414e-05,3.822425637457743e-05,2.1631377455001134e-05,3.197264350648989e-05,4.274399494382427e-05,2024,8,6,1,219,-0.8660254037844385,-0.5000000000000004,0.9377521321470804,0.3473052528448203
2024-08-07 00:00:00+00:00,0,6.563443073698888e-05,4.4580515257584175e-05,4.317327365038646e-05,4.004648662885302e-05,3.2057527978186414e-05,3.822425637457743e-05,2.1631377455001134e-05,3.197264350648989e-05,2024,8,7,2,220,-0.8660254037844385,-0.5000000000000004,0.9884683243281114,0.1514277775045767
2024-08-08 00:00:00+00:00,0,4.531278864305932e-05,6.563443073698888e-05,4.4580515257584175e-05,4.317327365038646e-05,4.004648662885302e-05,3.2057527978186414e-05,3.822425637457743e-05,2.1631377455001134e-05,2024,8,8,3,221,-0.8660254037844385,-0.5000000000000004,0.9987165071710528,-0.05064916883871264
2024-08-09 00:00:00+00:00,0,3.8845414583564126e-05,4.531278864305932e-05,6.563443073698888e-05,4.4580515257584175e-05,4.317327365038646e-05,4.004648662885302e-05,3.2057527978186414e-05,3.822425637457743e-05,2024,8,9,4,222,-0.8660254037844385,-0.5000000000000004,0.9680771188662043,-0.2506525322587204
2024-08-10 00:00:00+00:00,0,3.908182583361441e-05,3.8845414583564126e-05,4.531278864305932e-05,6.563443073698888e-05,4.4580515257584175e-05,4.317327365038646e-05,4.004648662885302e-05,3.2057527978186414e-05,2024,8,10,5,223,-0.8660254037844385,-0.5000000000000004,0.8978045395707416,-0.4403941515576344
