date,feature_index,NO2,NO2_lag_1,NO2_lag_2,NO2_lag_3,NO2_lag_4,NO2_lag_5,NO2_lag_6,NO2_lag_7,year,month,day,dayofweek,dayofyear,month_sin,month_cos,day_sin,day_cos
2023-08-03 00:00:00+00:00,0,3.376764890367203e-05,2.6402343089158577e-05,1.9556046115414774e-05,2.396380125214726e-05,2.878805193888737e-05,3.326983218060804e-05,4.0946658619607966e-05,4.6001110158798914e-05,2023,8,3,3,215,-0.8660254037844385,-0.5000000000000004,0.5712682150947923,0.8207634412072763
2023-08-04 00:00:00+00:00,0,3.6697378810559815e-05,3.376764890367203e-05,2.6402343089158577e-05,1.9556046115414774e-05,2.396380125214726e-05,2.878805193888737e-05,3.326983218060804e-05,4.0946658619607966e-05,2023,8,4,4,216,-0.8660254037844385,-0.5000000000000004,0.72479278722912,0.6889669190756866
2023-08-05 00:00:00+00:00,0,4.252121701084638e-05,3.6697378810559815e-05,3.376764890367203e-05,2.6402343089158577e-05,1.9556046115414774e-05,2.396380125214726e-05,2.878805193888737e-05,3.326983218060804e-05,2023,8,5,5,217,-0.8660254037844385,-0.5000000000000004,0.8486442574947509,0.5289640103269624
2023-08-06 00:00:00+00:00,0,1.749289389854126e-05,4.252121701084638e-05,3.6697378810559815e-05,3.376764890367203e-05,2.6402343089158577e-05,1.9556046115414774e-05,2.396380125214726e-05,2.878805193888737e-05,2023,8,6,6,218,-0.8660254037844385,-0.5000000000000004,0.9377521321470804,0.3473052528448203
2023-08-07 00:00:00+00:00,0,3.215227348029694e-05,1.749289389854126e-05,4.252121701084638e-05,3.6697378810559815e-05,3.376764890367203e-05,2.6402343089158577e-05,1.9556046115414774e-05,2.396380125214726e-05,2023,8,7,0,219,-0.8660254037844385,-0.5000000000000004,0.9884683243281114,0.1514277775045767
2023-08-08 00:00:00+00:00,0,3.4424042864207254e-05,3.215227348029694e-05,1.749289389854126e-05,4.252121701084638e-05,3.6697378810559815e-05,3.376764890367203e-05,2.6402343089158577e-05,1.9556046115414774e-05,2023,8,8,1,220,-0.8660254037844385,-0.5000000000000004,0.9987165071710528,-0.05064916883871264
2023-08-09 00:00:00+00:00,0,3.3028506642986776e-05,3.4424042864207254e-05,3.215227348029694e-05,1.749289389854126e-05,4.252121701084638e-05,3.6697378810559815e-05,3.376764890367203e-05,2.6402343089158577e-05,2023,8,9,2,221,-0.8660254037844385,-0.5000000000000004,0.9680771188662043,-0.2506525322587204
2023-08-10 00:00:00+00:00,0,3.365463098671558e-05,3.3028506642986776e-05,3.4424042864207254e-05,3.215227348029694e-05,1.749289389854126e-05,4.252121701084638e-05,3.6697378810559815e-05,3.376764890367203e-05,2023,8,10,3,222,-0.8660254037844385,-0.5000000000000004,0.8978045395707416,-0.4403941515576344
2023-08-11 00:00:00+00:00,0,5.9647637562891255e-05,3.365463098671558e-05,3.3028506642986776e-05,3.4424042864207254e-05,3.215227348029694e-05,1.749289389854126e-05,4.252121701084638e-05,3.6697378810559815e-05,2023,8,11,4,223,-0.8660254037844385,-0.5000000000000004,0.7907757369376989,-0.6121059825476626
2023-08-12 00:00:00+00:00,0,4.284376600913848e-05,5.9647637562891255e-05,3.365463098671558e-05,3.3028506642986776e-05,3.4424042864207254e-05,3.215227348029694e-05,1.749289389854126e-05,4.252121701084638e-05,2023,8,12,5,224,-0.8660254037844385,-0.5000000000000004,0.6513724827222223,-0.758758122692791
2023-08-13 00:00:00+00:00,0,2.6358879049625172e-05,4.284376600913848e-05,5.9647637562891255e-05,3.365463098671558e-05,3.3028506642986776e-05,3.4424042864207254e-05,3.215227348029694e-05,1.749289389854126e-05,2023,8,13,6,225,-0.8660254037844385,-0.5000000000000004,0.48530196253108104,-0.8743466161445821
2023-08-14 00:00:00+00:00,0,3.671015027699152e-05,2.6358879049625172e-05,4.284376600913848e-05,5.9647637562891255e-05,3.365463098671558e-05,3.3028506642986776e-05,3.4424042864207254e-05,3.215227348029694e-05,2023,8,14,0,226,-0.8660254037844385,-0.5000000000000004,0.29936312297335804,-0.9541392564000488
2023-08-15 00:00:00+00:00,0,4.4746564220318126e-05,3.671015027699152e-05,2.6358879049625172e-05,4.284376600913848e-05,5.9647637562891255e-05,3.365463098671558e-05,3.3028506642986776e-05,3.4424042864207254e-05,2023,8,15,1,227,-0.8660254037844385,-0.5000000000000004,0.10116832198743272,-0.994869323391895
2023-08-16 00:00:00+00:00,0,3.784862336884699e-05,4.4746564220318126e-05,3.671015027699152e-05,2.6358879049625172e-05,4.284376600913848e-05,5.9647637562891255e-05,3.365463098671558e-05,3.3028506642986776e-05,2023,8,16,2,228,-0.8660254037844385,-0.5000000000000004,-0.10116832198743204,-0.9948693233918952
2023-08-17 00:00:00+00:00,0,4.034481467637566e-05,3.784862336884699e-05,4.4746564220318126e-05,3.671015027699152e-05,2.6358879049625172e-05,4.284376600913848e-05,5.9647637562891255e-05,3.365463098671558e-05,2023,8,17,3,229,-0.8660254037844385,-0.5000000000000004,-0.2993631229733582,-0.9541392564000488
2023-08-18 00:00:00+00:00,0,3.492435044268433e-05,4.034481467637566e-05,3.784862336884699e-05,4.4746564220318126e-05,3.671015027699152e-05,2.6358879049625172e-05,4.284376600913848e-05,5.9647637562891255e-05,2023,8,18,4,230,-0.8660254037844385,-0.5000000000000004,-0.4853019625310808,-0.8743466161445822
2023-08-19 00:00:00+00:00,0,3.823287075573141e-05,3.492435044268433e-05,4.034481467637566e-05,3.784862336884699e-05,4.4746564220318126e-05,3.671015027699152e-05,2.6358879049625172e-05,4.284376600913848e-05,2023,8,19,5,231,-0.8660254037844385,-0.5000000000000004,-0.651372482722222,-0.7587581226927911
2023-08-20 00:00:00+00:00,0,2.494168112813592e-05,3.823287075573141e-05,3.492435044268433e-05,4.034481467637566e-05,3.784862336884699e-05,4.4746564220318126e-05,3.671015027699152e-05,2.6358879049625172e-05,2023,8,20,6,232,-0.8660254037844385,-0.5000000000000004,-0.7907757369376986,-0.6121059825476627
2023-08-21 00:00:00+00:00,0,4.3650435089853554e-05,2.494168112813592e-05,3.823287075573141e-05,3.492435044268433e-05,4.034481467637566e-05,3.784862336884699e-05,4.4746564220318126e-05,3.671015027699152e-05,2023,8,21,0,233,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.44039415155763423
2023-08-22 00:00:00+00:00,0,3.090071203011891e-05,4.3650435089853554e-05,2.494168112813592e-05,3.823287075573141e-05,3.492435044268433e-05,4.034481467637566e-05,3.784862336884699e-05,4.4746564220318126e-05,2023,8,22,1,234,-0.8660254037844385,-0.5000000000000004,-0.9680771188662041,-0.2506525322587213
2023-08-23 00:00:00+00:00,0,3.867591038549424e-05,3.090071203011891e-05,4.3650435089853554e-05,2.494168112813592e-05,3.823287075573141e-05,3.492435044268433e-05,4.034481467637566e-05,3.784862336884699e-05,2023,8,23,2,235,-0.8660254037844385,-0.5000000000000004,-0.9987165071710528,-0.05064916883871355
2023-08-24 00:00:00+00:00,0,3.635017282602125e-05,3.867591038549424e-05,3.090071203011891e-05,4.3650435089853554e-05,2.494168112813592e-05,3.823287075573141e-05,3.492435044268433e-05,4.034481467637566e-05,2023,8,24,3,236,-0.8660254037844385,-0.5000000000000004,-0.9884683243281114,0.15142777750457667
2023-08-25 00:00:00+00:00,0,3.731719780076599e-05,3.635017282602125e-05,3.867591038549424e-05,3.090071203011891e-05,4.3650435089853554e-05,2.494168112813592e-05,3.823287075573141e-05,3.492435044268433e-05,2023,8,25,4,237,-0.8660254037844385,-0.5000000000000004,-0.9377521321470804,0.3473052528448203
2023-08-26 00:00:00+00:00,0,3.743319997583773e-05,3.731719780076599e-05,3.635017282602125e-05,3.867591038549424e-05,3.090071203011891e-05,4.3650435089853554e-05,2.494168112813592e-05,3.823287075573141e-05,2023,8,26,5,238,-0.8660254037844385,-0.5000000000000004,-0.8486442574947509,0.5289640103269624
2023-08-27 00:00:00+00:00,0,4.239823503540233e-05,3.743319997583773e-05,3.731719780076599e-05,3.635017282602125e-05,3.867591038549424e-05,3.090071203011891e-05,4.3650435089853554e-05,2.494168112813592e-05,2023,8,27,6,239,-0.8660254037844385,-0.5000000000000004,-0.72479278722912,0.6889669190756865
2023-08-28 00:00:00+00:00,0,2.997685248596916e-05,4.239823503540233e-05,3.743319997583773e-05,3.731719780076599e-05,3.635017282602125e-05,3.867591038549424e-05,3.090071203011891e-05,4.3650435089853554e-05,2023,8,28,0,240,-0.8660254037844385,-0.5000000000000004,-0.5712682150947924,0.8207634412072763
2023-08-29 00:00:00+00:00,0,4.3038291699545246e-05,2.997685248596916e-05,4.239823503540233e-05,3.743319997583773e-05,3.731719780076599e-05,3.635017282602125e-05,3.867591038549424e-05,3.090071203011891e-05,2023,8,29,1,241,-0.8660254037844385,-0.5000000000000004,-0.3943558551133187,0.9189578116202306
2023-08-30 00:00:00+00:00,0,2.8166717277840968e-05,4.3038291699545246e-05,2.997685248596916e-05,4.239823503540233e-05,3.743319997583773e-05,3.731719780076599e-05,3.635017282602125e-05,3.867591038549424e-05,2023,8,30,2,242,-0.8660254037844385,-0.5000000000000004,-0.20129852008866114,0.9795299412524943
2023-08-31 00:00:00+00:00,0,3.594862117060242e-05,2.8166717277840968e-05,4.3038291699545246e-05,2.997685248596916e-05,4.239823503540233e-05,3.743319997583773e-05,3.731719780076599e-05,3.635017282602125e-05,2023,8,31,3,243,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0
2023-09-01 00:00:00+00:00,0,4.032155180650488e-05,3.594862117060242e-05,2.8166717277840968e-05,4.3038291699545246e-05,2.997685248596916e-05,4.239823503540233e-05,3.743319997583773e-05,3.731719780076599e-05,2023,9,1,4,244,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
2023-09-02 00:00:00+00:00,0,3.209423479978684e-05,4.032155180650488e-05,3.594862117060242e-05,2.8166717277840968e-05,4.3038291699545246e-05,2.997685248596916e-05,4.239823503540233e-05,3.743319997583773e-05,2023,9,2,5,245,-1.0,-1.8369701987210297e-16,0.39435585511331855,0.9189578116202306
2023-09-03 00:00:00+00:00,0,2.93211700483546e-05,3.209423479978684e-05,4.032155180650488e-05,3.594862117060242e-05,2.8166717277840968e-05,4.3038291699545246e-05,2.997685248596916e-05,4.239823503540233e-05,2023,9,3,6,246,-1.0,-1.8369701987210297e-16,0.5712682150947923,0.8207634412072763
2023-09-04 00:00:00+00:00,0,3.8775965076267165e-05,2.93211700483546e-05,3.209423479978684e-05,4.032155180650488e-05,3.594862117060242e-05,2.8166717277840968e-05,4.3038291699545246e-05,2.997685248596916e-05,2023,9,4,0,247,-1.0,-1.8369701987210297e-16,0.72479278722912,0.6889669190756866
2023-09-05 00:00:00+00:00,0,2.5894242241975007e-05,3.8775965076267165e-05,2.93211700483546e-05,3.209423479978684e-05,4.032155180650488e-05,3.594862117060242e-05,2.8166717277840968e-05,4.3038291699545246e-05,2023,9,5,1,248,-1.0,-1.8369701987210297e-16,0.8486442574947509,0.5289640103269624
2023-09-06 00:00:00+00:00,0,4.658081721381199e-05,2.5894242241975007e-05,3.8775965076267165e-05,2.93211700483546e-05,3.209423479978684e-05,4.032155180650488e-05,3.594862117060242e-05,2.8166717277840968e-05,2023,9,6,2,249,-1.0,-1.8369701987210297e-16,0.9377521321470804,0.3473052528448203
2023-09-07 00:00:00+00:00,0,6.695179596742189e-05,4.658081721381199e-05,2.5894242241975007e-05,3.8775965076267165e-05,2.93211700483546e-05,3.209423479978684e-05,4.032155180650488e-05,3.594862117060242e-05,2023,9,7,3,250,-1.0,-1.8369701987210297e-16,0.9884683243281114,0.1514277775045767
2023-09-08 00:00:00+00:00,0,5.146691975304358e-05,6.695179596742189e-05,4.658081721381199e-05,2.5894242241975007e-05,3.8775965076267165e-05,2.93211700483546e-05,3.209423479978684e-05,4.032155180650488e-05,2023,9,8,4,251,-1.0,-1.8369701987210297e-16,0.9987165071710528,-0.05064916883871264
2023-09-09 00:00:00+00:00,0,5.13273563989728e-05,5.146691975304358e-05,6.695179596742189e-05,4.658081721381199e-05,2.5894242241975007e-05,3.8775965076267165e-05,2.93211700483546e-05,3.209423479978684e-05,2023,9,9,5,252,-1.0,-1.8369701987210297e-16,0.9680771188662043,-0.2506525322587204
2023-09-10 00:00:00+00:00,0,3.158136335941333e-05,5.13273563989728e-05,5.146691975304358e-05,6.695179596742189e-05,4.658081721381199e-05,2.5894242241975007e-05,3.8775965076267165e-05,2.93211700483546e-05,2023,9,10,6,253,-1.0,-1.8369701987210297e-16,0.8978045395707416,-0.4403941515576344
2023-09-11 00:00:00+00:00,0,2.1995428502795335e-05,3.158136335941333e-05,5.13273563989728e-05,5.146691975304358e-05,6.695179596742189e-05,4.658081721381199e-05,2.5894242241975007e-05,3.8775965076267165e-05,2023,9,11,0,254,-1.0,-1.8369701987210297e-16,0.7907757369376989,-0.6121059825476626
2023-09-12 00:00:00+00:00,0,4.240664570716035e-05,2.1995428502795335e-05,3.158136335941333e-05,5.13273563989728e-05,5.146691975304358e-05,6.695179596742189e-05,4.658081721381199e-05,2.5894242241975007e-05,2023,9,12,1,255,-1.0,-1.8369701987210297e-16,0.6513724827222223,-0.758758122692791
2023-09-13 00:00:00+00:00,0,3.322490913758104e-05,4.240664570716035e-05,2.1995428502795335e-05,3.158136335941333e-05,5.13273563989728e-05,5.146691975304358e-05,6.695179596742189e-05,4.658081721381199e-05,2023,9,13,2,256,-1.0,-1.8369701987210297e-16,0.48530196253108104,-0.8743466161445821
2023-09-14 00:00:00+00:00,0,3.804844067524434e-05,3.322490913758104e-05,4.240664570716035e-05,2.1995428502795335e-05,3.158136335941333e-05,5.13273563989728e-05,5.146691975304358e-05,6.695179596742189e-05,2023,9,14,3,257,-1.0,-1.8369701987210297e-16,0.29936312297335804,-0.9541392564000488
2023-09-15 00:00:00+00:00,0,3.141441605720854e-05,3.804844067524434e-05,3.322490913758104e-05,4.240664570716035e-05,2.1995428502795335e-05,3.158136335941333e-05,5.13273563989728e-05,5.146691975304358e-05,2023,9,15,4,258,-1.0,-1.8369701987210297e-16,0.10116832198743272,-0.994869323391895
2023-09-16 00:00:00+00:00,0,1.8228043677017737e-05,3.141441605720854e-05,3.804844067524434e-05,3.322490913758104e-05,4.240664570716035e-05,2.1995428502795335e-05,3.158136335941333e-05,5.13273563989728e-05,2023,9,16,5,259,-1.0,-1.8369701987210297e-16,-0.10116832198743204,-0.9948693233918952
2023-09-17 00:00:00+00:00,0,3.345920204419936e-05,1.8228043677017737e-05,3.141441605720854e-05,3.804844067524434e-05,3.322490913758104e-05,4.240664570716035e-05,2.1995428502795335e-05,3.158136335941333e-05,2023,9,17,6,260,-1.0,-1.8369701987210297e-16,-0.2993631229733582,-0.9541392564000488
2023-09-18 00:00:00+00:00,0,4.717606881448384e-05,3.345920204419936e-05,1.8228043677017737e-05,3.141441605720854e-05,3.804844067524434e-05,3.322490913758104e-05,4.240664570716035e-05,2.1995428502795335e-05,2023,9,18,0,261,-1.0,-1.8369701987210297e-16,-0.4853019625310808,-0.8743466161445822
2023-09-19 00:00:00+00:00,0,5.424166767242193e-05,4.717606881448384e-05,3.345920204419936e-05,1.8228043677017737e-05,3.141441605720854e-05,3.804844067524434e-05,3.322490913758104e-05,4.240664570716035e-05,2023,9,19,1,262,-1.0,-1.8369701987210297e-16,-0.651372482722222,-0.7587581226927911
2023-09-20 00:00:00+00:00,0,5.122789596685041e-05,5.424166767242193e-05,4.717606881448384e-05,3.345920204419936e-05,1.8228043677017737e-05,3.141441605720854e-05,3.804844067524434e-05,3.322490913758104e-05,2023,9,20,2,263,-1.0,-1.8369701987210297e-16,-0.7907757369376986,-0.6121059825476627
2023-09-21 00:00:00+00:00,0,4.686497393368901e-05,5.122789596685041e-05,5.424166767242193e-05,4.717606881448384e-05,3.345920204419936e-05,1.8228043677017737e-05,3.141441605720854e-05,3.804844067524434e-05,2023,9,21,3,264,-1.0,-1.8369701987210297e-16,-0.8978045395707417,-0.44039415155763423
2023-09-22 00:00:00+00:00,0,4.505351096833527e-05,4.686497393368901e-05,5.122789596685041e-05,5.424166767242193e-05,4.717606881448384e-05,3.345920204419936e-05,1.8228043677017737e-05,3.141441605720854e-05,2023,9,22,4,265,-1.0,-1.8369701987210297e-16,-0.9680771188662041,-0.2506525322587213
2023-09-23 00:00:00+00:00,0,2.773888450157793e-05,4.505351096833527e-05,4.686497393368901e-05,5.122789596685041e-05,5.424166767242193e-05,4.717606881448384e-05,3.345920204419936e-05,1.8228043677017737e-05,2023,9,23,5,266,-1.0,-1.8369701987210297e-16,-0.9987165071710528,-0.05064916883871355
2023-09-24 00:00:00+00:00,0,2.6465747683984345e-05,2.773888450157793e-05,4.505351096833527e-05,4.686497393368901e-05,5.122789596685041e-05,5.424166767242193e-05,4.717606881448384e-05,3.345920204419936e-05,2023,9,24,6,267,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667
2023-09-25 00:00:00+00:00,0,3.701753843188271e-05,2.6465747683984345e-05,2.773888450157793e-05,4.505351096833527e-05,4.686497393368901e-05,5.122789596685041e-05,5.424166767242193e-05,4.717606881448384e-05,2023,9,25,0,268,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203
2023-09-26 00:00:00+00:00,0,3.107357443528896e-05,3.701753843188271e-05,2.6465747683984345e-05,2.773888450157793e-05,4.505351096833527e-05,4.686497393368901e-05,5.122789596685041e-05,5.424166767242193e-05,2023,9,26,1,269,-1.0,-1.8369701987210297e-16,-0.8486442574947509,0.5289640103269624
2023-09-27 00:00:00+00:00,0,2.4527073000339142e-05,3.107357443528896e-05,3.701753843188271e-05,2.6465747683984345e-05,2.773888450157793e-05,4.505351096833527e-05,4.686497393368901e-05,5.122789596685041e-05,2023,9,27,2,270,-1.0,-1.8369701987210297e-16,-0.72479278722912,0.6889669190756865
2023-09-28 00:00:00+00:00,0,2.491489884013557e-05,2.4527073000339142e-05,3.107357443528896e-05,3.701753843188271e-05,2.6465747683984345e-05,2.773888450157793e-05,4.505351096833527e-05,4.686497393368901e-05,2023,9,28,3,271,-1.0,-1.8369701987210297e-16,-0.5712682150947924,0.8207634412072763
2023-09-29 00:00:00+00:00,0,3.0990865571784894e-05,2.491489884013557e-05,2.4527073000339142e-05,3.107357443528896e-05,3.701753843188271e-05,2.6465747683984345e-05,2.773888450157793e-05,4.505351096833527e-05,2023,9,29,4,272,-1.0,-1.8369701987210297e-16,-0.3943558551133187,0.9189578116202306
2023-09-30 00:00:00+00:00,0,3.9734526061303245e-05,3.0990865571784894e-05,2.491489884013557e-05,2.4527073000339142e-05,3.107357443528896e-05,3.701753843188271e-05,2.6465747683984345e-05,2.773888450157793e-05,2023,9,30,5,273,-1.0,-1.8369701987210297e-16,-0.20129852008866114,0.9795299412524943
2023-10-01 00:00:00+00:00,0,3.72037320820103e-05,3.9734526061303245e-05,3.0990865571784894e-05,2.491489884013557e-05,2.4527073000339142e-05,3.107357443528896e-05,3.701753843188271e-05,2.6465747683984345e-05,2023,10,1,6,274,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2023-10-02 00:00:00+00:00,0,4.209075558144238e-05,3.72037320820103e-05,3.9734526061303245e-05,3.0990865571784894e-05,2.491489884013557e-05,2.4527073000339142e-05,3.107357443528896e-05,3.701753843188271e-05,2023,10,2,0,275,-0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306
2023-10-03 00:00:00+00:00,0,3.92172750371569e-05,4.209075558144238e-05,3.72037320820103e-05,3.9734526061303245e-05,3.0990865571784894e-05,2.491489884013557e-05,2.4527073000339142e-05,3.107357443528896e-05,2023,10,3,1,276,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
2023-10-04 00:00:00+00:00,0,2.694833793888709e-05,3.92172750371569e-05,4.209075558144238e-05,3.72037320820103e-05,3.9734526061303245e-05,3.0990865571784894e-05,2.491489884013557e-05,2.4527073000339142e-05,2023,10,4,2,277,-0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866
2023-10-05 00:00:00+00:00,0,2.7123085564365896e-05,2.694833793888709e-05,3.92172750371569e-05,4.209075558144238e-05,3.72037320820103e-05,3.9734526061303245e-05,3.0990865571784894e-05,2.491489884013557e-05,2023,10,5,3,278,-0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
2023-10-06 00:00:00+00:00,0,2.7326315273744607e-05,2.7123085564365896e-05,2.694833793888709e-05,3.92172750371569e-05,4.209075558144238e-05,3.72037320820103e-05,3.9734526061303245e-05,3.0990865571784894e-05,2023,10,6,4,279,-0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203
2023-10-07 00:00:00+00:00,0,3.2621736028552415e-05,2.7326315273744607e-05,2.7123085564365896e-05,2.694833793888709e-05,3.92172750371569e-05,4.209075558144238e-05,3.72037320820103e-05,3.9734526061303245e-05,2023,10,7,5,280,-0.8660254037844386,0.5000000000000001,0.9884683243281114,0.1514277775045767
2023-10-08 00:00:00+00:00,0,1.866451586874045e-05,3.2621736028552415e-05,2.7326315273744607e-05,2.7123085564365896e-05,2.694833793888709e-05,3.92172750371569e-05,4.209075558144238e-05,3.72037320820103e-05,2023,10,8,6,281,-0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.05064916883871264
2023-10-09 00:00:00+00:00,0,2.996717859453068e-05,1.866451586874045e-05,3.2621736028552415e-05,2.7326315273744607e-05,2.7123085564365896e-05,2.694833793888709e-05,3.92172750371569e-05,4.209075558144238e-05,2023,10,9,0,282,-0.8660254037844386,0.5000000000000001,0.9680771188662043,-0.2506525322587204
2023-10-10 00:00:00+00:00,0,4.090756832889989e-05,2.996717859453068e-05,1.866451586874045e-05,3.2621736028552415e-05,2.7326315273744607e-05,2.7123085564365896e-05,2.694833793888709e-05,3.92172750371569e-05,2023,10,10,1,283,-0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344
2023-10-11 00:00:00+00:00,0,3.052432982388252e-05,4.090756832889989e-05,2.996717859453068e-05,1.866451586874045e-05,3.2621736028552415e-05,2.7326315273744607e-05,2.7123085564365896e-05,2.694833793888709e-05,2023,10,11,2,284,-0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626
2023-10-12 00:00:00+00:00,0,2.262535262699964e-05,3.052432982388252e-05,4.090756832889989e-05,2.996717859453068e-05,1.866451586874045e-05,3.2621736028552415e-05,2.7326315273744607e-05,2.7123085564365896e-05,2023,10,12,3,285,-0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.758758122692791
2023-10-13 00:00:00+00:00,0,3.70750400105287e-05,2.262535262699964e-05,3.052432982388252e-05,4.090756832889989e-05,2.996717859453068e-05,1.866451586874045e-05,3.2621736028552415e-05,2.7326315273744607e-05,2023,10,13,4,286,-0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821
2023-10-14 00:00:00+00:00,0,2.132782281812385e-05,3.70750400105287e-05,2.262535262699964e-05,3.052432982388252e-05,4.090756832889989e-05,2.996717859453068e-05,1.866451586874045e-05,3.2621736028552415e-05,2023,10,14,5,287,-0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488
2023-10-15 00:00:00+00:00,0,1.7233730739008023e-05,2.132782281812385e-05,3.70750400105287e-05,2.262535262699964e-05,3.052432982388252e-05,4.090756832889989e-05,2.996717859453068e-05,1.866451586874045e-05,2023,10,15,6,288,-0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895
2023-10-16 00:00:00+00:00,0,2.808286858743621e-05,1.7233730739008023e-05,2.132782281812385e-05,3.70750400105287e-05,2.262535262699964e-05,3.052432982388252e-05,4.090756832889989e-05,2.996717859453068e-05,2023,10,16,0,289,-0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952
2023-10-17 00:00:00+00:00,0,3.1364268264097724e-05,2.808286858743621e-05,1.7233730739008023e-05,2.132782281812385e-05,3.70750400105287e-05,2.262535262699964e-05,3.052432982388252e-05,4.090756832889989e-05,2023,10,17,1,290,-0.8660254037844386,0.5000000000000001,-0.2993631229733582,-0.9541392564000488
2023-10-18 00:00:00+00:00,0,2.9071036360805083e-05,3.1364268264097724e-05,2.808286858743621e-05,1.7233730739008023e-05,2.132782281812385e-05,3.70750400105287e-05,2.262535262699964e-05,3.052432982388252e-05,2023,10,18,2,291,-0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822
2023-10-19 00:00:00+00:00,0,3.051511718082593e-05,2.9071036360805083e-05,3.1364268264097724e-05,2.808286858743621e-05,1.7233730739008023e-05,2.132782281812385e-05,3.70750400105287e-05,2.262535262699964e-05,2023,10,19,3,292,-0.8660254037844386,0.5000000000000001,-0.651372482722222,-0.7587581226927911
2023-10-20 00:00:00+00:00,0,3.350438899880308e-05,3.051511718082593e-05,2.9071036360805083e-05,3.1364268264097724e-05,2.808286858743621e-05,1.7233730739008023e-05,2.132782281812385e-05,3.70750400105287e-05,2023,10,20,4,293,-0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627
2023-10-21 00:00:00+00:00,0,4.182501941947837e-05,3.350438899880308e-05,3.051511718082593e-05,2.9071036360805083e-05,3.1364268264097724e-05,2.808286858743621e-05,1.7233730739008023e-05,2.132782281812385e-05,2023,10,21,5,294,-0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423
2023-10-22 00:00:00+00:00,0,3.9192138984264825e-05,4.182501941947837e-05,3.350438899880308e-05,3.051511718082593e-05,2.9071036360805083e-05,3.1364268264097724e-05,2.808286858743621e-05,1.7233730739008023e-05,2023,10,22,6,295,-0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213
2023-10-23 00:00:00+00:00,0,3.8372971305631965e-05,3.9192138984264825e-05,4.182501941947837e-05,3.350438899880308e-05,3.051511718082593e-05,2.9071036360805083e-05,3.1364268264097724e-05,2.808286858743621e-05,2023,10,23,0,296,-0.8660254037844386,0.5000000000000001,-0.9987165071710528,-0.05064916883871355
2023-10-24 00:00:00+00:00,0,3.5422225020435384e-05,3.8372971305631965e-05,3.9192138984264825e-05,4.182501941947837e-05,3.350438899880308e-05,3.051511718082593e-05,2.9071036360805083e-05,3.1364268264097724e-05,2023,10,24,1,297,-0.8660254037844386,0.5000000000000001,-0.9884683243281114,0.15142777750457667
2023-10-25 00:00:00+00:00,0,2.980150621828661e-05,3.5422225020435384e-05,3.8372971305631965e-05,3.9192138984264825e-05,4.182501941947837e-05,3.350438899880308e-05,3.051511718082593e-05,2.9071036360805083e-05,2023,10,25,2,298,-0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203
2023-10-26 00:00:00+00:00,0,4.616723278132315e-05,2.980150621828661e-05,3.5422225020435384e-05,3.8372971305631965e-05,3.9192138984264825e-05,4.182501941947837e-05,3.350438899880308e-05,3.051511718082593e-05,2023,10,26,3,299,-0.8660254037844386,0.5000000000000001,-0.8486442574947509,0.5289640103269624
2023-10-27 00:00:00+00:00,0,3.385811396583449e-05,4.616723278132315e-05,2.980150621828661e-05,3.5422225020435384e-05,3.8372971305631965e-05,3.9192138984264825e-05,4.182501941947837e-05,3.350438899880308e-05,2023,10,27,4,300,-0.8660254037844386,0.5000000000000001,-0.72479278722912,0.6889669190756865
2023-10-28 00:00:00+00:00,0,2.890287270224225e-05,3.385811396583449e-05,4.616723278132315e-05,2.980150621828661e-05,3.5422225020435384e-05,3.8372971305631965e-05,3.9192138984264825e-05,4.182501941947837e-05,2023,10,28,5,301,-0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763
