date,feature_index,NO2
2023-04-19 00:00:00+00:00,0,3.209565915085477e-05
2023-04-20 00:00:00+00:00,0,3.0211113467933165e-05
2023-04-21 00:00:00+00:00,0,2.8326567785011562e-05
2023-04-22 00:00:00+00:00,0,2.6442022102089956e-05
2023-04-23 00:00:00+00:00,0,1.9693527403742724e-05
2023-04-24 00:00:00+00:00,0,2.268879184557637e-05
2023-04-25 00:00:00+00:00,0,2.7416711492726477e-05
2023-04-26 00:00:00+00:00,0,2.164515845994602e-05
2023-04-27 00:00:00+00:00,0,2.884500524184356e-05
2023-04-28 00:00:00+00:00,0,5.201448319977234e-05
2023-04-29 00:00:00+00:00,0,3.842953673070455e-05
2023-04-30 00:00:00+00:00,0,2.4844590261636767e-05
2023-05-01 00:00:00+00:00,0,2.4968336028426783e-05
2023-05-02 00:00:00+00:00,0,2.360832000444394e-05
2023-05-03 00:00:00+00:00,0,2.9528060003166443e-05
2023-05-04 00:00:00+00:00,0,2.7076626273420903e-05
2023-05-05 00:00:00+00:00,0,3.111083339414715e-05
2023-05-06 00:00:00+00:00,0,4.05083982210878e-05
2023-05-07 00:00:00+00:00,0,3.648461539082096e-05
2023-05-08 00:00:00+00:00,0,2.803163802540935e-05
2023-05-09 00:00:00+00:00,0,2.750532650029333e-05
2023-05-10 00:00:00+00:00,0,2.6979014975177304e-05
2023-05-11 00:00:00+00:00,0,2.645270345006128e-05
2023-05-12 00:00:00+00:00,0,2.592639192494526e-05
2023-05-13 00:00:00+00:00,0,3.8981809666438494e-05
2023-05-14 00:00:00+00:00,0,4.813012298615397e-05
2023-05-15 00:00:00+00:00,0,5.935128683631774e-05
2023-05-16 00:00:00+00:00,0,5.1940043704235e-05
2023-05-17 00:00:00+00:00,0,6.280399183571503e-05
2023-05-18 00:00:00+00:00,0,3.530519640359368e-05
2023-05-19 00:00:00+00:00,0,5.351290584823456e-05
2023-05-20 00:00:00+00:00,0,3.8831822565749016e-05
2023-05-21 00:00:00+00:00,0,2.926091028897719e-05
2023-05-22 00:00:00+00:00,0,3.60480889109264e-05
2023-05-23 00:00:00+00:00,0,6.178974597233996e-05
2023-05-24 00:00:00+00:00,0,3.247711178193306e-05
2023-05-25 00:00:00+00:00,0,4.410381762472053e-05
2023-05-26 00:00:00+00:00,0,3.778052447085763e-05
2023-05-27 00:00:00+00:00,0,5.496713611348749e-05
2023-05-28 00:00:00+00:00,0,5.0267114784219305e-05
2023-05-29 00:00:00+00:00,0,3.503446269961488e-05
2023-05-30 00:00:00+00:00,0,3.0306314876762204e-05
2023-05-31 00:00:00+00:00,0,4.704184657941592e-05
2023-06-01 00:00:00+00:00,0,3.3266673663278274e-05
2023-06-02 00:00:00+00:00,0,4.239226707016185e-05
2023-06-03 00:00:00+00:00,0,5.284992407507074e-05
2023-06-04 00:00:00+00:00,0,4.176447404865434e-05
2023-06-05 00:00:00+00:00,0,4.316892074712087e-05
2023-06-06 00:00:00+00:00,0,4.163350450139463e-05
2023-06-07 00:00:00+00:00,0,4.819675354044694e-05
2023-06-08 00:00:00+00:00,0,5.236851816613237e-05
2023-06-09 00:00:00+00:00,0,4.988584162895898e-05
2023-06-10 00:00:00+00:00,0,5.289215016546223e-05
2023-06-11 00:00:00+00:00,0,2.37987349880342e-05
2023-06-12 00:00:00+00:00,0,3.807556579570757e-05
2023-06-13 00:00:00+00:00,0,4.609809081518071e-05
2023-06-14 00:00:00+00:00,0,2.966061275605616e-05
2023-06-15 00:00:00+00:00,0,4.44248904451732e-05
2023-06-16 00:00:00+00:00,0,5.487561175805452e-05
2023-06-17 00:00:00+00:00,0,3.848329188072892e-05
2023-06-18 00:00:00+00:00,0,2.458642448946843e-05
2023-06-19 00:00:00+00:00,0,5.143793718960341e-05
2023-06-20 00:00:00+00:00,0,6.486959566245787e-05
2023-06-21 00:00:00+00:00,0,5.5627875339910935e-05
2023-06-22 00:00:00+00:00,0,4.8710398630191776e-05
2023-06-23 00:00:00+00:00,0,3.002986782770937e-05
2023-06-24 00:00:00+00:00,0,5.468366228398031e-05
2023-06-25 00:00:00+00:00,0,4.05476451252231e-05
2023-06-26 00:00:00+00:00,0,5.697735201358548e-05
2023-06-27 00:00:00+00:00,0,4.957144786506736e-05
2023-06-28 00:00:00+00:00,0,4.609015741152689e-05
2023-06-29 00:00:00+00:00,0,3.292584771866371e-05
2023-06-30 00:00:00+00:00,0,4.559036768534077e-05
2023-07-01 00:00:00+00:00,0,3.688474774847877e-05
2023-07-02 00:00:00+00:00,0,6.042965625446024e-05
2023-07-03 00:00:00+00:00,0,6.0805040962093145e-05
2023-07-04 00:00:00+00:00,0,6.513183507195208e-05
2023-07-05 00:00:00+00:00,0,3.697683203664264e-05
2023-07-06 00:00:00+00:00,0,3.96512980881633e-05
2023-07-07 00:00:00+00:00,0,7.968197132868227e-05
2023-07-08 00:00:00+00:00,0,5.0165138270585884e-05
2023-07-09 00:00:00+00:00,0,2.0648305212489505e-05
2023-07-10 00:00:00+00:00,0,5.119428586017181e-05
2023-07-11 00:00:00+00:00,0,6.056735669517366e-05
2023-07-12 00:00:00+00:00,0,0.0001000086517799028
2023-07-13 00:00:00+00:00,0,7.683317505181644e-05
2023-07-14 00:00:00+00:00,0,4.158182289228857e-05
2023-07-15 00:00:00+00:00,0,3.900388272144952e-05
2023-07-16 00:00:00+00:00,0,4.712718911928517e-05
2023-07-17 00:00:00+00:00,0,4.1422196356203735e-05
2023-07-18 00:00:00+00:00,0,4.325227402140237e-05
2023-07-19 00:00:00+00:00,0,3.252365107592985e-05
2023-07-20 00:00:00+00:00,0,8.460453782576297e-05
2023-07-21 00:00:00+00:00,0,7.877769314204453e-05
2023-07-22 00:00:00+00:00,0,3.718739057187625e-05
2023-07-23 00:00:00+00:00,0,3.406681157592138e-05
2023-07-24 00:00:00+00:00,0,3.180935479521191e-05
2023-07-25 00:00:00+00:00,0,4.238356563118508e-05
2023-07-26 00:00:00+00:00,0,3.954468775191344e-05
2023-07-27 00:00:00+00:00,0,4.6001110158798914e-05
2023-07-28 00:00:00+00:00,0,4.0946658619607966e-05
2023-07-29 00:00:00+00:00,0,3.326983218060804e-05
2023-07-30 00:00:00+00:00,0,2.878805193888737e-05
2023-07-31 00:00:00+00:00,0,2.396380125214726e-05
2023-08-01 00:00:00+00:00,0,1.9556046115414774e-05
2023-08-02 00:00:00+00:00,0,2.6402343089158577e-05
2023-08-03 00:00:00+00:00,0,3.376764890367203e-05
2023-08-04 00:00:00+00:00,0,3.6697378810559815e-05
2023-08-05 00:00:00+00:00,0,4.252121701084638e-05
2023-08-06 00:00:00+00:00,0,1.749289389854126e-05
2023-08-07 00:00:00+00:00,0,3.215227348029694e-05
2023-08-08 00:00:00+00:00,0,3.4424042864207254e-05
2023-08-09 00:00:00+00:00,0,3.3028506642986776e-05
2023-08-10 00:00:00+00:00,0,3.365463098671558e-05
2023-08-11 00:00:00+00:00,0,5.9647637562891255e-05
2023-08-12 00:00:00+00:00,0,4.284376600913848e-05
2023-08-13 00:00:00+00:00,0,2.6358879049625172e-05
2023-08-14 00:00:00+00:00,0,3.671015027699152e-05
2023-08-15 00:00:00+00:00,0,4.4746564220318126e-05
2023-08-16 00:00:00+00:00,0,3.784862336884699e-05
2023-08-17 00:00:00+00:00,0,4.034481467637566e-05
2023-08-18 00:00:00+00:00,0,3.492435044268433e-05
2023-08-19 00:00:00+00:00,0,3.823287075573141e-05
2023-08-20 00:00:00+00:00,0,2.494168112813592e-05
2023-08-21 00:00:00+00:00,0,4.3650435089853554e-05
2023-08-22 00:00:00+00:00,0,3.090071203011891e-05
2023-08-23 00:00:00+00:00,0,3.867591038549424e-05
2023-08-24 00:00:00+00:00,0,3.635017282602125e-05
2023-08-25 00:00:00+00:00,0,3.731719780076599e-05
2023-08-26 00:00:00+00:00,0,3.743319997583773e-05
2023-08-27 00:00:00+00:00,0,4.239823503540233e-05
2023-08-28 00:00:00+00:00,0,2.997685248596916e-05
2023-08-29 00:00:00+00:00,0,4.3038291699545246e-05
2023-08-30 00:00:00+00:00,0,2.8166717277840968e-05
2023-08-31 00:00:00+00:00,0,3.594862117060242e-05
2023-09-01 00:00:00+00:00,0,4.032155180650488e-05
2023-09-02 00:00:00+00:00,0,3.209423479978684e-05
2023-09-03 00:00:00+00:00,0,2.93211700483546e-05
2023-09-04 00:00:00+00:00,0,3.8775965076267165e-05
2023-09-05 00:00:00+00:00,0,2.5894242241975007e-05
2023-09-06 00:00:00+00:00,0,4.658081721381199e-05
2023-09-07 00:00:00+00:00,0,6.695179596742189e-05
2023-09-08 00:00:00+00:00,0,5.146691975304358e-05
2023-09-09 00:00:00+00:00,0,5.13273563989728e-05
2023-09-10 00:00:00+00:00,0,3.158136335941333e-05
2023-09-11 00:00:00+00:00,0,2.1995428502795335e-05
2023-09-12 00:00:00+00:00,0,4.240664570716035e-05
2023-09-13 00:00:00+00:00,0,3.322490913758104e-05
2023-09-14 00:00:00+00:00,0,3.804844067524434e-05
2023-09-15 00:00:00+00:00,0,3.141441605720854e-05
2023-09-16 00:00:00+00:00,0,1.8228043677017737e-05
2023-09-17 00:00:00+00:00,0,3.345920204419936e-05
2023-09-18 00:00:00+00:00,0,4.717606881448384e-05
2023-09-19 00:00:00+00:00,0,5.424166767242193e-05
2023-09-20 00:00:00+00:00,0,5.122789596685041e-05
2023-09-21 00:00:00+00:00,0,4.686497393368901e-05
2023-09-22 00:00:00+00:00,0,4.505351096833527e-05
2023-09-23 00:00:00+00:00,0,2.773888450157793e-05
2023-09-24 00:00:00+00:00,0,2.6465747683984345e-05
2023-09-25 00:00:00+00:00,0,3.701753843188271e-05
2023-09-26 00:00:00+00:00,0,3.107357443528896e-05
2023-09-27 00:00:00+00:00,0,2.4527073000339142e-05
2023-09-28 00:00:00+00:00,0,2.491489884013557e-05
2023-09-29 00:00:00+00:00,0,3.0990865571784894e-05
2023-09-30 00:00:00+00:00,0,3.9734526061303245e-05
2023-10-01 00:00:00+00:00,0,3.72037320820103e-05
2023-10-02 00:00:00+00:00,0,4.209075558144238e-05
2023-10-03 00:00:00+00:00,0,3.92172750371569e-05
2023-10-04 00:00:00+00:00,0,2.694833793888709e-05
2023-10-05 00:00:00+00:00,0,2.7123085564365896e-05
2023-10-06 00:00:00+00:00,0,2.7326315273744607e-05
2023-10-07 00:00:00+00:00,0,3.2621736028552415e-05
2023-10-08 00:00:00+00:00,0,1.866451586874045e-05
2023-10-09 00:00:00+00:00,0,2.996717859453068e-05
2023-10-10 00:00:00+00:00,0,4.090756832889989e-05
2023-10-11 00:00:00+00:00,0,3.052432982388252e-05
2023-10-12 00:00:00+00:00,0,2.262535262699964e-05
2023-10-13 00:00:00+00:00,0,3.70750400105287e-05
2023-10-14 00:00:00+00:00,0,2.132782281812385e-05
2023-10-15 00:00:00+00:00,0,1.7233730739008023e-05
2023-10-16 00:00:00+00:00,0,2.808286858743621e-05
2023-10-17 00:00:00+00:00,0,3.1364268264097724e-05
2023-10-18 00:00:00+00:00,0,2.9071036360805083e-05
2023-10-19 00:00:00+00:00,0,3.051511718082593e-05
2023-10-20 00:00:00+00:00,0,3.350438899880308e-05
2023-10-21 00:00:00+00:00,0,4.182501941947837e-05
2023-10-22 00:00:00+00:00,0,3.9192138984264825e-05
2023-10-23 00:00:00+00:00,0,3.8372971305631965e-05
2023-10-24 00:00:00+00:00,0,3.5422225020435384e-05
2023-10-25 00:00:00+00:00,0,2.980150621828661e-05
2023-10-26 00:00:00+00:00,0,4.616723278132315e-05
2023-10-27 00:00:00+00:00,0,3.385811396583449e-05
2023-10-28 00:00:00+00:00,0,2.890287270224225e-05
2023-10-29 00:00:00+00:00,0,3.79734526121661e-05
2023-10-30 00:00:00+00:00,0,3.126389169572539e-05
2023-10-31 00:00:00+00:00,0,4.657636960399365e-05
2023-11-01 00:00:00+00:00,0,4.920156415933814e-05
2023-11-02 00:00:00+00:00,0,2.965213281306799e-05
2023-11-03 00:00:00+00:00,0,2.6269604950151227e-05
2023-11-04 00:00:00+00:00,0,2.288707708723446e-05
2023-11-05 00:00:00+00:00,0,1.9504549224317696e-05
2023-11-06 00:00:00+00:00,0,3.1059429008508936e-05
2023-11-07 00:00:00+00:00,0,5.545431764630848e-05
2023-11-08 00:00:00+00:00,0,6.6545730226849e-05
2023-11-09 00:00:00+00:00,0,5.682373133216364e-05
2023-11-10 00:00:00+00:00,0,4.13491765184084e-05
2023-11-11 00:00:00+00:00,0,3.837189771978433e-05
2023-11-12 00:00:00+00:00,0,3.539461892116026e-05
2023-11-13 00:00:00+00:00,0,3.707432611879492e-05
2023-11-14 00:00:00+00:00,0,4.497715484348544e-05
2023-11-15 00:00:00+00:00,0,3.516505803418113e-05
2023-11-16 00:00:00+00:00,0,7.36409430828644e-05
2023-11-17 00:00:00+00:00,0,0.0001976334328488024
2023-11-18 00:00:00+00:00,0,6.785599996474934e-05
2023-11-19 00:00:00+00:00,0,4.1977799992309886e-05
2023-11-20 00:00:00+00:00,0,4.3473864063040914e-05
2023-11-21 00:00:00+00:00,0,2.708575859363312e-05
2023-11-22 00:00:00+00:00,0,2.351172113890243e-05
2023-11-23 00:00:00+00:00,0,4.3355687583159104e-05
2023-11-24 00:00:00+00:00,0,5.335920021504655e-05
2023-11-25 00:00:00+00:00,0,6.3362712846934e-05
2023-11-26 00:00:00+00:00,0,7.336622547882143e-05
2023-11-27 00:00:00+00:00,0,6.464971193054225e-05
2023-11-28 00:00:00+00:00,0,5.7797523336846314e-05
2023-11-29 00:00:00+00:00,0,5.094533474315038e-05
2023-11-30 00:00:00+00:00,0,4.379487898787422e-05
2023-12-01 00:00:00+00:00,0,3.371892720631302e-05
2023-12-02 00:00:00+00:00,0,2.3642975424751822e-05
2023-12-03 00:00:00+00:00,0,1.3567023643190623e-05
2023-12-04 00:00:00+00:00,0,2.8659388335285798e-05
2023-12-05 00:00:00+00:00,0,4.375175302738097e-05
2023-12-06 00:00:00+00:00,0,3.261609617766226e-05
2023-12-07 00:00:00+00:00,0,6.257587000587152e-05
2023-12-08 00:00:00+00:00,0,5.767234174056974e-05
2023-12-09 00:00:00+00:00,0,5.276881347526796e-05
2023-12-10 00:00:00+00:00,0,5.204557549274926e-05
2023-12-11 00:00:00+00:00,0,5.132233751023055e-05
2023-12-12 00:00:00+00:00,0,5.895835092815105e-05
2023-12-13 00:00:00+00:00,0,5.919513908559787e-05
2023-12-14 00:00:00+00:00,0,5.943192724304468e-05
2023-12-15 00:00:00+00:00,0,5.9668715400491504e-05
2023-12-16 00:00:00+00:00,0,5.9905503557938325e-05
2023-12-17 00:00:00+00:00,0,5.7246161159127954e-05
2023-12-18 00:00:00+00:00,0,6.143080449524299e-05
2023-12-19 00:00:00+00:00,0,6.764899673073206e-05
2023-12-20 00:00:00+00:00,0,4.805560092790984e-05
2023-12-21 00:00:00+00:00,0,5.527229356031479e-05
2023-12-22 00:00:00+00:00,0,4.464620617321035e-05
2023-12-23 00:00:00+00:00,0,5.3586401383440447e-05
2023-12-24 00:00:00+00:00,0,4.285129504817788e-05
2023-12-25 00:00:00+00:00,0,3.827833524744798e-05
2023-12-26 00:00:00+00:00,0,3.3705375446718084e-05
2023-12-27 00:00:00+00:00,0,5.677418721461436e-05
2023-12-28 00:00:00+00:00,0,2.552085820184402e-05
2023-12-29 00:00:00+00:00,0,4.466723298126295e-05
2023-12-30 00:00:00+00:00,0,3.5182786276614614e-05
2023-12-31 00:00:00+00:00,0,2.428038023286457e-05
2024-01-01 00:00:00+00:00,0,3.320334236796988e-05
2024-01-02 00:00:00+00:00,0,4.212630450307518e-05
2024-01-03 00:00:00+00:00,0,3.540927789861764e-05
